"Q1_Age","Q2_Gender","Q3_Education","Q4_Language","Q5_Native","Q6_Marital_status","Q7_Family","Q8_First_Job_Sec","Q9_Agency_Name_Type","Q10_Emp._Type","Q11_Client_Name_Type","Q12_Reason","Q13_Previous_Job","Q14_Job_Lead","Q15_Guards_Deployed","Q16A_Formal_Recruitment","Q16B_English_Knowledge","Q16C_Comm._Skill","Q16D_Look_Presentable","Q16E_Compliance_Protocol","Q16F_Supervisor_Vigilance","Q16G_Grievance_Reporting","Q16H_Grievance_Redressal","Q16I_Worklife_Balance","Q17A_Jobtask_RecordMaintain","Q17B_Task_Reception","Q17C_Task_Guarding","Q17D_Task_PickandDrop","Q17E_Task_Telephone","Q17F_Documentation","Q17G_CCTV_Monitor","Q17H_Task_FirstAid","Q17I_EmergencyEvacuation","Q17J_Others_Parking_etc","Q18_Training_Agency","Q19A_Agency_Commu","Q19B_Agency_Computer","Q19C_Agency_Dressing","Q19D_Agency_Fire","Q19E_Agency_Emergency","Q19F_Agency_Grooming","Q19G_Agency_CCTV","Q19H_Agency_Walkie_Talkie","Q19I_Agency_Other_Training","Q20_TrainingProvided_Client","Q20A_Client_Communication","Q20B_Client_Computer","Q20C_Client_Dressing","Q20D_Clinet_FireFighting","Q20F_Client_EmergencyResponse","Q20G_Client_Grooming","Q20H_Client_CCTV","Q20I_Client_Walkie_Talkie","Q20J_Client_Other_Training","Q21_RefresherTraining_Agency","Q22_RefresherTraining_Client","Q23_TrainingQuality_Instructions","Q24_TimeNeeded_LearnSecurity","Q25_LongTerm_CareerPlan","Q26_Investment_PersonalDevelopment","Q27_Monthly_Income","Q28_Payment_Method","Q29_Second_Job","Q30_SecondJob_MonthlyIncome","Q31_Remittence_to_Home","Q32_OtherEarning_Members","Q33A_JobBenefits_ESIC","Q33B_JobBenefits_Pension","Q33C_JobBenefits_Bonus","Q33D_JobBenefits_Gratuity","Q33E_JobBenefits_PF","Q33F_JobBenefits_Loan","Q33G_JobBenefits_Kind","Q33H_JobBenefits_Transport","Q33I_JobBenefits_Lodging","Q34_Leaves_Entitled","Q35_Leaves_Paid","Q36_Workplace_Facilities","Q37A_JobTerms_Marksheet","Q37B_JobTerms_Salary","Q37C_JobTerms_Penalty","Q37D_JobTerms_Union","Q37E_JobTerms_TimelyPayment","Q37F_JobTerms_Promotion","Q37G_JobTerms_PaidLeavePayment","Q37H_JobTerms_ProtectiveGear","Q38_WorkWeek_Days","Q39_WorkHours_Daily","Q40_WorkHours_OvertimeFreq","Q41_WorkHours_OvertimeHours","Q42A_JobSatisfaction_JobOverall","Q42B_JobSatisfaction_Salary","Q42C_JobSatisfaction_WorkHours","Q42D_JobSatisfaction_OrgCulture","Q42E_JobSatisfaction_Colleagues","Q42F_JobSatisfaction_SupervisorAgency","Q42G_JobSatisfaction_SupervisorsClient","Q43A_JobPerception_FairTreatment","Q43B_JobPerception_JobSecurity","Q43C_JobPerception_AttritionRate","Q43D_JobPerception_SalaryNegotiation","Q43E_JobPerception_Earning","Q43F_JobPerception_JobRespect","Q43G_JobPerception_VisitorsTreatment","Q43H_JobPerception_CareerPath","Q43I_JobPerception_PrideFactor","Q43J_JobPerception_RecommendFriend"
"20-25","Female","12th pass","Intermediate","Mumbai","Single","Yes",2009,"MNC player","Permanant contract","Non-MNC office","Found no better job","none","Personal contact","20-30","Strongly agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","yes","yes","yes","no","yes","yes","yes","no","yes","no","Yes","Yes","no","yes","yes","yes","yes","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes",2,"Once in three months","Once in three months","Very Good","4-6 months","Will switch to personal business","Yes","7001-8000","Bank payment","No","no","No",999,"Yes","No","Yes","Yes","Yes","Yes","No","No","No","Weekely off","Up to 22 days","Uniform","Yes","Yes","No","No","Yes","Yes","No","No","6 days","7-8 hours","Never","Not applicable","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Stronlgy Agree","Stronlgy Agree","Disagree","Agree","Stronlgy Agree","Stronlgy Agree","Stronlgy Agree","Agree","Stronlgy Agree","Strongly Agree"
"41-45","Male","Stand. 6-9","Intermediate","Maharasthra (other than Mumbai)","Married","Yes",2010,"MSGB","Do not know","Non-MNC office","Found no better job","none","Personal contact","Above 50","Agress","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Neutral","yes","no","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","yes","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","no","no",2,"No refresher training","Once in three months","Very Good","1-7days","Remain in security sector","No","10,001-12000","Bank payment","No","no","Not applicable","None","Yes","No","Yes","Yes","Yes","No","No","No","No","Sick leave","Up to 22 days","Uniform","Yes","No","No","No","Yes","Yes","Yes","No","6 days","7-8 hours","2-3 times in a month","6-8 hours","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Satisfied","Satisfied","Satisfied","Satisfied",5,"Stronlgy Agree","Stronlgy Agree","Neutral","Strongly disagree","Disagree","Disagree","Agree","Agree","Stronlgy Agree","Strongly Agree"
"26-30","Male","10th pass","Fluent","Maharasthra (other than Mumbai)","Married","Yes",2009,"MSGB","Permanant contract","Non-MNC office","Found no better job","none","Personal contact","Above 50","Agress","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","yes","no","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","yes","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","no","no",2,"No refresher training","Once in three months","Very Good","1-3 months","Prepraing for better career elsewhere","Yes","9001-10,000","Bank payment","No","no","Not applicable","None","Yes","No","Yes","Yes","Yes","No","No","No","No","Sick leave","Up to 22 days","Uniform","No","No","Yes","Yes","Yes","Yes","Yes","Yes","6 days","7-8 hours","2-3 times in a month","6-8 hours","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Stronlgy Agree","Stronlgy Agree","Neutral","Strongly disagree","Disagree","Disagree","Agree","Agree","Agree","Agree"
"46-50","Male","10th pass","Intermediate","Maharasthra (other than Mumbai)","Married","Yes",1997,"MSGB","Do not know","Non-MNC office","Found no better job","moulding","Personal contact","Above 50","Agress","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","yes","no","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","yes","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","no","no",2,"No refresher training","Once in three months","Very Good","1-7days","Remain in security sector","No","10,001-12000","Bank payment","No","no","Not applicable","Brother/Sisters (siblings)","Yes","No","Yes","Yes","Yes","No","No","No","No","Sick leave","Up to 22 days","Uniform","Yes","No","No","No","Yes","Yes","Yes","No","6 days","7-8 hours","2-3 times in a month","6-8 hours","Disatisfied","Disatisfied","Niether satisfied nor disatisfied","Satisfied","Satisfied","Niether satisfied nor disatisfied","Satisfied","Stronlgy Agree","Stronlgy Agree","Strongly disagree","Strongly disagree","Stronlgy Agree","Stronlgy Agree","Stronlgy Agree","Disagree","Stronlgy Agree","Strongly Agree"
"36-40","Male","10th pass","Intermediate","Maharasthra (other than Mumbai)","Married","Yes",2000,"MSGB","Permanant contract","Non-MNC office","Found no better job","none","Walk in","Above 50","Strongly agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","yes","no","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","yes","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","no","no",2,"No refresher training","Once in three months","Very Good","1 year or more","Remain in security sector","I plan to do so in future","10,001-12000","Bank payment","No","no","Not applicable","None","Yes","No","No","Yes","Yes","No","No","No","No","Sick leave","Up to 22 days","Uniform","Yes","Yes","No","Yes","Yes","No","Yes","Yes","6 days","7-8 hours","2-3 times in a month","6-8 hours","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Satisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Agree","Agree","Agree","Strongly disagree","Agree","Neutral","Agree","Agree","Agree","Agree"
"31-35","Male","10th pass","Intermediate","Maharasthra (other than Mumbai)","Married","Yes",2010,"MSGB","Do not know","Non-MNC office","Better pay and benefits than elsewhere where they can get employment","business","Walk in","Above 50","Agress","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","yes","no","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","yes","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","no","no",2,"No refresher training","Once in three months","Good","1-4weeks","Prepraing for better career elsewhere","No","7001-8000","Bank payment","No","no","No","None","Yes","No","No","Yes","Yes","No","No","No","No","Sick leave","Up to 22 days","Uniform","Yes","Yes","No","No","Yes","No","Yes","No","6 days","7-8 hours","2-3 times in a month","6-8 hours","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Agree","Neutral","Strongly disagree","Disagree","Strongly disagree","Stronlgy Agree","Agree","Agree","Agree","Strongly Agree"
"31-35","Male","12th pass","Intermediate","Maharasthra (other than Mumbai)","Married","Yes",2003,"MSGB","Permanant contract","Non-MNC office","Found no better job","none","Others","Above 50","Strongly agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","yes","no","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","yes","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","no","no",2,"No refresher training","Once in three months","Very Good","1 year or more","Prepraing for better career elsewhere","I plan to do so in future","9001-10,000","Bank payment","No","no","Not applicable","Brother/Sisters (siblings)","Yes","No","No","Yes","Yes","No","No","No","No","Sick leave","Up to 22 days","Uniform","No","Yes","Not applicable/no idea","Yes","Yes","Yes","Not applicable/no idea","No","6 days","7-8 hours","2-3 times in a month","6-8 hours","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Satisfied","Satisfied","Niether satisfied nor disatisfied","Satisfied","Disagree","Stronlgy Agree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Stronlgy Agree","Strongly disagree"
"46-50","Male","Stand. 6-9","Minimal/no idea","Maharasthra (other than Mumbai)","Married","Yes",1995,"MSGB","Permanant contract","Non-MNC office","Found no better job","printer","Personal contact","Above 50","Strongly agree","Neutral","Neutral","Agree","Agree","Agree","Neutral","Disagree","Neutral","yes","no","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","yes","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","no","no",2,"No refresher training","Once in three months","Very Good","1 year or more","Will switch to personal business","No","9001-10,000","Bank payment","No","no","No","None","Yes","No","No","Yes","Yes","No","No","No","No","Sick leave","Up to 22 days","Uniform","Yes","Yes","Not applicable/no idea","Yes","Yes","No","Yes","Yes","6 days","7-8 hours","2-3 times in a month","6-8 hours","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Satisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Agree","Agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Agree","Disagree","Agree","Agree"
"41-45","Male","10th pass","Intermediate","Maharasthra (other than Mumbai)","Married","Yes",1994,"MSGB","Permanant contract","Non-MNC office","Found no better job","none","Personal contact","Above 50","Strongly agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","yes","no","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","yes","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","no","no",2,"No refresher training","Once in three months","Very Good","4-6 months","Will switch to personal business","No","8001-9000","Bank payment","No","no","Yes","Brother/Sisters (siblings)","Yes","No","No","Yes","Yes","No","No","No","No","Sick leave","Up to 22 days","Uniform","No","Yes","Not applicable/no idea","No","Yes","Yes","No","No","6 days","7-8 hours","2-3 times in a month","6-8 hours","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Satisfied","Satisfied","Niether satisfied nor disatisfied","Satisfied","Disagree","Stronlgy Agree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Stronlgy Agree","Strongly disagree"
"31-35","Male","10th pass","Minimal/no idea","Maharasthra (other than Mumbai)","Married","No",2004,"MSGB","Renewable fix term","Non-MNC office","Found no better job","none","Personal contact","Above 50","Agress","Strongly disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","yes","no","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","yes","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","no","no",2,"No refresher training","Once in three months","Very Good","1-7days","Remain in security sector","No","9001-10,000","Bank payment","No","no","Yes","None","Yes","No","No","Yes","Yes","No","No","No","No","Sick leave","Up to 22 days","Uniform","Yes","No","No","Yes","No","No","Yes","Yes","6 days","7-8 hours","2-3 times in a month","6-8 hours","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Stronlgy Agree","Agree","Disagree","Disagree","Strongly disagree","Agree","Agree","Agree","Stronlgy Agree","Agree"
"46-50","Male","10th pass","Minimal/no idea","Other state","Married","No",1989,"MSGB","Renewable fix term","Non-MNC office","Found no better job","security","Personal contact","Above 50","Agress","Agree","Agree","Agree","Strongly Agree","Agree","Agree","Agree","Neutral","yes","no","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","yes","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","no","no",2,"No refresher training","Once in three months","Good","1-7days","Remain in security sector","No","9001-10,000","Bank payment","No","no","Yes","None","Yes","No","No","Yes","Yes","No","No","No","No","Sick leave","Up to 22 days","Uniform","Yes","No","No","Yes","No","Yes","Yes","No","6 days","7-8 hours","2-3 times in a month","Above 8 hours","Disatisfied","Disatisfied","Disatisfied","Niether satisfied nor disatisfied","Satisfied","Satisfied","Satisfied","Agree","Disagree","Agree","Neutral","Neutral","Disagree","Neutral","Disagree","Neutral","Neutral"
"36-40","Male","12th pass","Intermediate","Maharasthra (other than Mumbai)","Married","Yes",2008,"MSGB","Permanant contract","Non-MNC office","Found no better job","none","Walk in","Above 50","Strongly agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","yes","no","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","yes","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","no","no",2,"No refresher training","Once in three months","Very Good","1-3 months","Prepraing for better career elsewhere","Yes","9001-10,000","Bank payment","No","no","Yes","None","Yes","No","No","Yes","Yes","No","No","No","No","Sick leave","Up to 22 days","Uniform","Yes","No","No","No","Yes","No","Yes","Yes","6 days","7-8 hours","2-3 times in a month","6-8 hours","Disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Disagree","Agree","Disagree","Strongly disagree","Agree","Agree","Agree","Strongly disagree","Stronlgy Agree","Disagree"
"26-30","Male","10th pass","Intermediate","Maharasthra (other than Mumbai)","Married","Yes",1997,"MSGB","Do not know","Non-MNC office","Other reason","steel","Walk in","Above 50","Agress","Agree","Neutral","Neutral","Strongly Agree","Agree","Agree","Agree","Neutral","yes","no","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","yes","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","no","no",2,"No refresher training","Once in three months","Good","1-7days","Will switch to personal business","I plan to do so in future","9001-10,000","Bank payment","No","no","Not applicable","None","Yes","No","No","Yes","Yes","No","No","No","No","Sick leave","Up to 22 days","Uniform","No","No","No","Yes","No","Yes","No","Yes","6 days","7-8 hours","2-3 times in a month","6-8 hours","Niether satisfied nor disatisfied","Disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Satisfied","Niether satisfied nor disatisfied","Satisfied","Neutral","Disagree","Agree","Strongly disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree"
"41-45","Male","12th pass","Fluent","Mumbai","Married","Yes",2004,"MSGB","Permanant contract","Non-MNC office","Found no better job","none","Personal contact","Above 50","Strongly agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Disagree","Strongly Agree","yes","no","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","yes","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","no","no",2,"No refresher training","Once in three months","Fair","I don't know","Not sure about it","I plan to do so in future","9001-10,000","Bank payment","No","no","Not applicable","None","Yes","No","No","Yes","Yes","No","No","No","No","Sick leave","Up to 22 days","Uniform","No","No","No","Yes","Yes","Yes","Yes","Yes","6 days","7-8 hours","2-3 times in a month","6-8 hours","Niether satisfied nor disatisfied","Disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Disagree","Disagree","Agree","Disagree","Disagree","Neutral","Neutral","Strongly disagree","Agree","Disagree"
"41-45","Male","Stand. 6-9","Intermediate","Maharasthra (other than Mumbai)","Married","Yes",1994,"MSGB","Do not know","Non-MNC office","Found no better job","milk dia","Personal contact","Above 50","Neutral","Neutral","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","yes","no","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","yes","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","no","no",2,"No refresher training","Once in three months","Good","1-4weeks","Will switch to personal business","No","10,001-12000","Bank payment","No","no","Yes","None","Yes","No","No","Yes","Yes","No","No","No","No","Sick leave","Up to 22 days","Uniform","No","No","Yes","No","Yes","No","No","Yes","6 days","7-8 hours","2-3 times in a month","6-8 hours","Niether satisfied nor disatisfied","Disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Neutral","Neutral","Agree","Strongly disagree","Neutral","Agree","Agree","Disagree","Agree","Disagree"
"20-25","Male","12th pass","Intermediate","Maharasthra (other than Mumbai)","Married","Yes",2009,"MSGB","Do not know","Non-MNC office","Found no better job","none","Job advertisement","Above 50","Neutral","Neutral","Neutral","Neutral","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","yes","no","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","yes","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","no","no",2,"No refresher training","Once in three months","Fair","I don't know","Will switch to personal business","No","9001-10,000","Bank payment","No","no","Yes","None","Yes","No","No","Yes","Yes","No","No","No","No","Sick leave","Up to 22 days","Uniform","No","No","Yes","No","Yes","No","No","No","6 days","7-8 hours","2-3 times in a month","6-8 hours","Niether satisfied nor disatisfied","Disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Neutral","Disagree","Stronlgy Agree","Strongly disagree","Neutral","Agree","Agree","Disagree","Disagree","Disagree"
8,"Male","Stand. 6-9","Minimal/no idea","Maharasthra (other than Mumbai)","Married","Yes",1979,"MSGB","Renewable fix term","Non-MNC office","worked elsewhere but found this better","contract","Walk in","Above 50","Strongly agree","Neutral","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","yes","no","yes","no","no","No","no","no","no","no","Yes","Yes","no","yes","yes","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","no","no",2,"No refresher training","Once in three months","Good","4-6 months","Remain in security sector","No","9001-10,000","Bank payment","No","no","Not applicable","None","Yes","No","No","Yes","Yes","No","No","No","No","Sick leave","Up to 22 days","Uniform","Yes","No","No","Yes","Yes","Yes","Yes","Yes","6 days","7-8 hours","2-3 times in a month","6-8 hours","Niether satisfied nor disatisfied","Disatisfied","Niether satisfied nor disatisfied","Niether satisfied nor disatisfied","Satisfied","Niether satisfied nor disatisfied","Satisfied","Neutral","Agree","Strongly disagree","Neutral","Disagree","Neutral","Agree","Strongly disagree","Stronlgy Agree","Neutral"
